ts,trade_id,token_id,outcome,buyer_address,seller_address,side,price,size,notional
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.98,15.15305,14.849989
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.98,6.0,5.88
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.98,11.22445,10.999960999999999
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.029999990655737552,101.666665,3.0499989999999997
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.98,2.46,2.4108
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.98,10.0,9.8
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.029999973364484737,35.666665,1.0699990000000001
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.98,100.0,98.0
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.98,5.0,4.9
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.98,50.0,49.0
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.98,20.41835,20.009983
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.029999995603053407,218.333332,6.549999000000001
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,sell,0.96,84.57,81.18719999999999
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.9699999980599977,5.154633,4.999994
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,sell,0.03,1.76,0.0528
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.9699999996119998,51.546366,49.999975
