snapshot_ts,outcome,price_bucket,bid_traded_size,ask_traded_size,total_traded_size,net_aggressor_buy
2026-03-26 18:34:35+00:00,YES,0.08,1052.51,0.0,1052.51,-1052.51
2026-03-26 18:34:40+00:00,YES,0.08,0.08,0.0,0.08,-0.08
2026-03-26 18:35:10+00:00,YES,0.08,0.05,0.0,0.05,-0.05
2026-03-26 18:35:20+00:00,YES,0.08,2125.0,0.0,2125.0,-2125.0
2026-03-26 18:35:25+00:00,YES,0.08,24.5,0.0,24.5,-24.5
2026-03-26 18:35:35+00:00,NO,0.92,0.0,16.152162,16.152162,16.152162
2026-03-26 18:36:40+00:00,NO,0.91,5.55,0.0,5.55,-5.55
2026-03-26 18:38:20+00:00,NO,0.91,10.1,0.0,10.1,-10.1
2026-03-26 18:38:40+00:00,NO,0.92,0.0,10.108687,10.108687,10.108687
2026-03-26 18:38:45+00:00,YES,0.09,0.0,444.444443,444.444443,444.444443
2026-03-26 18:39:05+00:00,NO,0.91,189.93,0.0,189.93,-189.93
2026-03-26 18:39:55+00:00,YES,0.09,0.0,50.0,50.0,50.0
2026-03-26 18:40:00+00:00,NO,0.91,200.0,0.0,200.0,-200.0
2026-03-26 18:40:25+00:00,NO,0.91,10.11,0.0,10.11,-10.11
2026-03-26 18:40:35+00:00,NO,0.91,17.22,0.0,17.22,-17.22
2026-03-26 18:40:35+00:00,YES,0.08,90.0,0.0,90.0,-90.0
2026-03-26 18:40:45+00:00,YES,0.08,187.5,0.0,187.5,-187.5
2026-03-26 18:40:50+00:00,YES,0.08,25.5,0.0,25.5,-25.5
2026-03-26 18:41:05+00:00,YES,0.08,2000.0,0.0,2000.0,-2000.0
2026-03-26 18:41:30+00:00,YES,0.08,1461.0,0.0,1461.0,-1461.0
2026-03-26 18:41:35+00:00,YES,0.08,8527.85,0.0,8527.85,-8527.85
2026-03-26 18:41:40+00:00,YES,0.08,160.73,0.0,160.73,-160.73
2026-03-26 18:42:15+00:00,YES,0.08,0.27,0.0,0.27,-0.27
2026-03-26 18:43:30+00:00,NO,0.91,8189.57,0.0,8189.57,-8189.57
